,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,go_id,cran_id,gem_id,pypi,updated_github_id,hex_id,bitbucket_id
210,JupyterLab Python Files,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,14,True,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,2018-10-17 22:21:21.000000,2020-12-16 21:20:59.000000,2020-12-16 21:14:51.000000,7.0,3.0,7.0,39.0,,2020-12-16 21:20:59.000000,0.5.2,,2595.0,7.0,,,3.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,2020-12-16 21:13:12.679000,,2595.0,,,,,,,,,
211,Kernel Management,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,14,False,takluyver/jupyter_kernel_mgmt,jupyter-kernel-mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,2018-04-01 20:06:08.000000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34.000000,7.0,10.0,14.0,10.0,1783.0,2020-01-15 19:12:57.000000,0.5.1,10.0,26.0,7.0,2.0,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,BSD-3-Clause,2019-12-07 18:06:15.000000,2.0,26.0,,,,3.0,,,,,,,,,,,,,,,,,,,
212,lgo,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,False,yunabe/lgo,,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17.000000,99.0,23.0,53.0,2133.0,169.0,,,,,,,,9.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
213,JupyterWith,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,13,True,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000000,2021-02-04 13:33:13.000000,2020-10-02 06:57:38.000000,56.0,39.0,37.0,234.0,269.0,,,,,,,,17.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
214,pynb,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,True,elehcimd/pynb,,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10.000000,5.0,,8.0,227.0,154.0,,,,,,11.0,11.0,8.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
215,SQLCell,"SQLCell is a magic function for the Jupyter Notebook that executes raw, parallel, parameterized SQL queries with the..",https://github.com/tmthyjames/SQLCell,,magic,13,True,tmthyjames/SQLCell,sqlcell,,https://github.com/tmthyjames/SQLCell,2016-08-15 01:54:46.000000,2021-02-02 22:15:08.000000,2020-10-06 02:14:24.000000,9.0,65.0,24.0,145.0,310.0,2019-05-19 02:21:20.000000,0.2.0,,18.0,15.0,2.0,1.0,14.0,https://pypi.org/project/sqlcell,MIT,2019-05-20 11:16:28.000000,1.0,18.0,,,,3.0,,,,,,,,,,,,,,,,,,,
216,Jupyter DataTables,Jupyter Notebook extension leveraging pandas DataFrames by integrating DataTables and ChartJS.,https://github.com/CermakM/jupyter-datatables,,widgets,13,False,CermakM/jupyter-datatables,jupyter-datatables,,https://github.com/CermakM/jupyter-datatables,2019-03-28 20:55:12.000000,2019-12-11 12:10:31.000000,2019-12-11 12:10:07.000000,12.0,13.0,15.0,127.0,147.0,2019-11-22 07:33:04.000000,0.3.9,,427.0,9.0,,,4.0,https://pypi.org/project/jupyter-datatables,MIT,2019-11-22 07:33:04.000000,,427.0,,,,3.0,,,,,,,,,,,,,,,,,,,
217,Material Darker Theme,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,13,True,oriolmirosa/jupyterlab_materialdarker,,,https://github.com/oriolmirosa/jupyterlab_materialdarker,2018-03-07 23:24:13.000000,2020-05-09 22:13:52.419000,2020-05-09 22:13:21.000000,14.0,4.0,12.0,120.0,44.0,2019-11-12 15:01:59.155000,0.4.4,,1049.0,19.0,4.0,4.0,2.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@oriolmirosa/jupyterlab_materialdarker,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,2020-05-09 22:13:52.419000,,1049.0,,,,,,,,,
218,jupyterlab-celltags,A JupyterLab extension for notebook cell tags.,https://github.com/jupyterlab/jupyterlab-celltags,,lab-extensions,13,True,jupyterlab/jupyterlab-celltags,,,https://github.com/jupyterlab/jupyterlab-celltags,2018-06-18 22:02:23.000000,2020-04-29 18:27:31.000000,2020-04-29 18:26:29.000000,20.0,12.0,7.0,109.0,441.0,,,,,,184.0,184.0,10.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
219,nbcelltests,Cell-by-cell testing for production Jupyter notebooks in JupyterLab.,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,13,True,jpmorganchase/nbcelltests,nbcelltests,,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000000,2021-02-15 04:10:36.000000,2021-02-15 04:10:25.000000,15.0,32.0,82.0,58.0,,2020-10-05 14:26:51.696000,0.2.3,,99.0,17.0,,,6.0,https://pypi.org/project/nbcelltests,Apache-2.0,2020-10-05 14:26:38.000000,,18.0,,,,3.0,,,,,,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,2020-10-05 14:26:51.696000,,81.0,,,,,,,,,
220,PPExtensions,Set of iPython and Jupyter extensions to improve user experience.,https://github.com/paypal/PPExtensions,,jupyter-extensions,13,False,paypal/PPExtensions,ppextensions,,https://github.com/paypal/PPExtensions,2018-08-17 20:07:23.000000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33.000000,25.0,19.0,22.0,46.0,32.0,2019-08-02 19:51:00.000000,0.0.6,,24.0,6.0,1.0,1.0,9.0,https://pypi.org/project/ppextensions,BSD-3-Clause,2019-08-02 19:51:00.000000,,24.0,,,,3.0,,,,,,,,,,,,,,,,,,,
221,SSH Kernel,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,13,True,NII-cloud-operation/sshkernel,sshkernel,,https://github.com/NII-cloud-operation/sshkernel,2019-02-12 02:46:14.000000,2020-09-28 09:01:28.000000,2020-09-28 08:54:04.000000,8.0,1.0,6.0,41.0,394.0,2020-09-28 09:01:28.000000,0.11.0,,70.0,14.0,2.0,2.0,4.0,https://pypi.org/project/sshkernel,BSD-3-Clause,2020-09-28 09:01:28.000000,,70.0,,,,3.0,,,,,,,,,,,,,,,,,,,
222,Gruvbox Theme,Gruvbox dark theme for Jupyter Lab. Modeled on classic gruvbox color palette and jupyter-themes gruvbox theme.,https://github.com/Rahlir/theme-gruvbox,,lab-themes,13,True,Rahlir/theme-gruvbox,,,https://github.com/Rahlir/theme-gruvbox,2019-05-03 20:34:01.000000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55.000000,6.0,1.0,,32.0,44.0,2019-09-22 14:03:20.830000,1.0.0,,261.0,4.0,,,3.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@rahlir/theme-gruvbox,https://www.npmjs.com/package/@rahlir/theme-gruvbox,2019-09-22 14:03:20.830000,,261.0,,,,,,,,,
223,perfume,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,13,True,leifwalsh/perfume,perfume-bench,,https://github.com/leifwalsh/perfume,2017-07-10 14:34:03.000000,2021-03-01 17:33:05.000000,2020-10-31 19:46:42.000000,3.0,3.0,4.0,29.0,196.0,2018-05-20 05:11:04.000000,0.1.6,,13.0,7.0,,,3.0,https://pypi.org/project/perfume-bench,BSD-3-Clause,2018-05-20 05:11:04.000000,,13.0,,,,3.0,,,,,,,,,,,,,,,,,,,
224,naas,"Schedule notebooks, run them like APIs, expose securely your assets: Jupyter as viable production env!.",https://github.com/jupyter-naas/naas,,notebook-tools,13,True,jupyter-naas/naas,naas,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000000,2021-03-04 10:34:33.000000,2021-03-04 10:34:33.000000,3.0,,,25.0,,2021-03-02 23:50:01.000000,1.0.3,,631.0,206.0,,,7.0,https://pypi.org/project/naas,AGPL-3.0,2021-03-02 23:50:01.000000,,631.0,,,,3.0,,,,,,,,,,,,,,,,,,,
225,FargateSpawner,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,13,False,uktrade/fargatespawner,fargatespawner,,https://github.com/uktrade/fargatespawner,2018-09-12 14:06:22.000000,2020-06-28 13:26:26.000000,2020-06-28 13:25:54.000000,16.0,4.0,4.0,22.0,59.0,2020-06-28 13:26:26.000000,0.0.25,,163.0,25.0,,,3.0,https://pypi.org/project/fargatespawner,MIT,2020-06-28 13:26:26.000000,,163.0,,,,3.0,,,,,,,,,,,,,,,,,,,
226,igv.js widget,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/igvteam/igv-jupyter,,widgets,12,True,igvteam/igv-jupyter,igv-jupyter,,https://github.com/igvteam/igv-jupyter,2016-07-21 18:44:38.000000,2020-12-03 16:23:27.000000,2020-12-03 16:23:27.000000,13.0,1.0,32.0,116.0,85.0,2019-10-11 22:54:42.000000,0.9.8,,101.0,4.0,1.0,1.0,4.0,https://pypi.org/project/igv-jupyter,MIT,2019-10-11 22:54:42.000000,,101.0,,,,3.0,,,,,,,,,,,,,,,,,,,
227,jupyterlab-gitplus,JupyterLab extension to create GitHub commits & pull requests.,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,12,True,ReviewNB/jupyterlab-gitplus,jupyterlab_gitplus,,https://github.com/ReviewNB/jupyterlab-gitplus,2020-03-05 13:43:58.000000,2021-01-05 22:46:27.000000,2020-04-15 13:08:42.000000,8.0,4.0,4.0,76.0,82.0,2020-04-15 13:10:56.000000,0.1.15,,461.0,6.0,,,2.0,https://pypi.org/project/jupyterlab_gitplus,AGPL-3.0,2020-04-15 13:10:56.000000,,36.0,,,,3.0,,,,,,@reviewnb/jupyterlab_gitplus,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,2020-04-14 14:45:55.472000,,425.0,,,,,,,,,
228,JupyterLab Flake8,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,12,True,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-01-31 22:58:03.000000,2021-01-31 22:57:59.000000,6.0,4.0,30.0,61.0,,2020-06-25 16:29:14.000000,0.2.3,,768.0,18.0,,,1.0,,Apache-2.0,,,,,,,3.0,,,,,,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,2020-03-31 21:26:14.814000,,768.0,,,,,,,,,
229,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,12,True,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000000,2021-01-13 11:51:02.000000,2021-01-13 11:50:58.000000,2.0,11.0,13.0,54.0,,2021-01-12 20:41:49.000000,0.4.1,,311.0,9.0,0.0,,2.0,https://pypi.org/project/ipylab,BSD-3-Clause,2021-01-12 20:41:49.000000,0.0,74.0,https://anaconda.org/conda-forge/ipylab,2021-01-12 20:58:22.772000,3792.0,3.0,,,,,,,,,,,,,,,,,,,
230,jupyterlab-classic,The next-gen old-school notebook UI.,https://github.com/jtpio/jupyterlab-classic,,notebook-environments,12,True,jtpio/jupyterlab-classic,jupyterlab-classic,,https://github.com/jtpio/jupyterlab-classic,2020-12-07 16:37:07.000000,2021-03-03 16:11:03.000000,2021-02-28 16:20:47.000000,7.0,16.0,28.0,53.0,,2021-02-04 21:05:11.000000,0.1.6,,71.0,11.0,,,3.0,https://pypi.org/project/jupyterlab-classic,BSD-3-Clause,2021-02-04 20:52:50.000000,,71.0,,,,3.0,,,,,,,,,,,,,,,,,,,
231,KnowledgeLab,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,12,True,timkpaine/knowledgelab,knowledgelab,,https://github.com/timkpaine/knowledgelab,2017-10-18 01:10:58.000000,2020-12-15 00:41:43.000000,2020-12-15 00:41:03.000000,6.0,5.0,23.0,40.0,93.0,2018-10-16 21:43:49.317000,0.0.6,,59.0,5.0,2.0,2.0,3.0,https://pypi.org/project/knowledgelab,Apache-2.0,2017-10-19 21:16:50.000000,,11.0,,,,3.0,,,,,,knowledgelab,https://www.npmjs.com/package/knowledgelab,2018-10-16 21:43:49.317000,,48.0,,,,,,,,,
232,JWT Authenticator,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,12,False,mogthesprog/jwtauthenticator,jupyterhub-jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,2017-06-21 20:09:58.000000,2019-03-13 14:50:57.000000,2019-02-13 10:57:15.000000,33.0,7.0,8.0,32.0,24.0,,,,92.0,1.0,7.0,7.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,Apache-2.0,2018-01-25 07:43:22.000000,0.0,92.0,,,,3.0,,,,,,,,,,,,,,,,,,,
233,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,12,True,timkpaine/jupyterlab_commands,,,https://github.com/timkpaine/jupyterlab_commands,2018-08-01 15:55:08.000000,2021-02-01 03:36:53.000000,2021-01-31 22:57:48.000000,5.0,4.0,19.0,30.0,,2021-01-03 13:27:37.000000,0.3.0,,,9.0,3.0,3.0,1.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
234,SAML Authenticator,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,12,True,HewlettPackard/jupyterhub-samlauthenticator,jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,2019-04-17 21:34:09.000000,2020-11-06 21:11:50.000000,2020-07-13 15:54:47.000000,16.0,12.0,12.0,28.0,111.0,2020-07-13 15:59:02.000000,0.0.9,10.0,146.0,8.0,,,6.0,https://pypi.org/project/jupyterhub-samlauthenticator,MIT,2020-07-13 15:59:02.000000,,146.0,,,,3.0,,,,,,,,,,,,,,,,,,,
235,Remote User Auth,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,12,False,cwaldbieser/jhub_remote_user_authenticator,jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,2015-11-04 03:17:18.000000,2020-04-02 12:59:46.000000,2019-04-16 20:10:44.000000,25.0,7.0,8.0,28.0,27.0,2018-09-27 22:26:32.000000,0.1.0,,138.0,3.0,0.0,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,GPL-3.0,2018-09-27 22:26:32.000000,0.0,138.0,,,,3.0,,,,,,,,,,,,,,,,,,,
236,ipysigma,A custom Jupyter widget library to display graphs using sigma.js.,https://github.com/Yomguithereal/ipysigma,,widgets,12,True,Yomguithereal/ipysigma,ipysigma,,https://github.com/Yomguithereal/ipysigma,2018-06-25 20:03:21.000000,2020-09-11 01:25:19.000000,2020-06-30 13:07:41.000000,3.0,2.0,2.0,25.0,39.0,2020-06-30 13:11:19.000000,0.6.1,,118.0,7.0,1.0,,3.0,https://pypi.org/project/ipysigma,MIT,2020-06-30 13:11:19.000000,1.0,59.0,,,,3.0,,,,,,ipysigma,https://www.npmjs.com/package/ipysigma,2019-09-11 09:28:42.254000,,59.0,,,,,,,,,
237,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,12,False,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,2019-05-07 17:54:06.000000,2021-03-03 21:26:50.000000,2021-02-26 19:05:24.000000,22.0,137.0,74.0,17.0,,2020-09-23 17:22:33.000000,1.0.2,,43.0,6.0,,,19.0,https://pypi.org/project/jdaviz,BSD-3-Clause,2020-10-08 16:53:13.000000,,43.0,,,,3.0,,,,,,,,,,,,,,,,,,,
238,ipyaggrid,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,12,False,DGothrek/ipyaggrid,ipyaggrid,,https://github.com/DGothrek/ipyaggrid,2019-05-06 04:24:26.000000,2020-05-18 20:53:45.000000,2019-05-06 04:27:05.000000,2.0,5.0,,13.0,47.0,2020-05-18 20:53:45.000000,0.2.1,,2684.0,38.0,4.0,,2.0,https://pypi.org/project/ipyaggrid,MIT,2020-05-18 20:53:45.000000,4.0,1130.0,,,,3.0,,,,,,ipyaggrid,https://www.npmjs.com/package/ipyaggrid,2020-05-18 20:48:40.582000,,1554.0,,,,,,,,,
239,jupyter-nbrequirements,Dependency management and optimization in Jupyter Notebooks.,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,12,False,thoth-station/jupyter-nbrequirements,,,https://github.com/thoth-station/jupyter-nbrequirements,2019-06-25 06:48:06.000000,2021-03-02 08:26:28.000000,2021-03-02 08:18:22.000000,5.0,13.0,15.0,8.0,340.0,2019-12-09 18:41:20.000000,0.5.0,,,3.0,,,11.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
240,Theme Toggle,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,12,False,jtpio/jupyterlab-theme-toggle,,,https://github.com/jtpio/jupyterlab-theme-toggle,2019-07-27 08:45:07.000000,2020-12-04 23:06:05.000000,2020-11-06 21:10:43.000000,1.0,2.0,1.0,7.0,,2020-11-06 21:10:33.532000,0.6.1,,3162.0,7.0,2.0,2.0,,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-theme-toggle,https://www.npmjs.com/package/jupyterlab-theme-toggle,2020-11-06 21:10:33.532000,,3162.0,,,,,,,,,
241,remote_ikernel,"All your Jupyter kernels, on all your machines, in one place.",https://github.com/tdaff/remote_ikernel,,kernels,12,False,tdaff/remote_ikernel,remote_ikernel,,https://github.com/tdaff/remote_ikernel,2017-07-11 14:29:42.000000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16.000000,9.0,8.0,18.0,5.0,78.0,2017-08-10 16:57:34.000000,0.4.6,,140.0,18.0,4.0,,7.0,https://pypi.org/project/remote_ikernel,BSD-2-Clause,2017-08-10 16:57:34.000000,4.0,140.0,,,,3.0,,,,,,,,,,,,,,,,,,,tdaff/remote_ikernel
242,easyexplore,Toolbox for easy and effective data exploration in Python.,https://github.com/GianniBalistreri/easyexplore,,widgets,12,False,GianniBalistreri/easyexplore,easyexplore,,https://github.com/GianniBalistreri/easyexplore,2020-05-04 17:26:04.000000,2021-03-02 22:04:02.000000,2021-03-02 15:09:06.000000,1.0,,1.0,1.0,184.0,2021-03-02 22:04:02.000000,0.6.1,,150.0,52.0,1.0,1.0,3.0,https://pypi.org/project/easyexplore,GPL-3.0,2021-03-02 22:04:02.000000,0.0,150.0,,,,3.0,,,,,,,,,,,,,,,,,,,
243,ICSharp,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,11,False,zabirauf/icsharp,,,https://github.com/zabirauf/icsharp,2014-09-22 07:57:50.000000,2018-09-23 04:19:46.000000,2018-09-23 04:19:45.000000,59.0,34.0,12.0,263.0,45.0,,,,,,,,10.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
244,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,11,True,nteract/testbook,,,https://github.com/nteract/testbook,2020-02-26 19:43:22.000000,2021-02-27 23:34:35.000000,2021-02-27 23:34:26.000000,13.0,12.0,37.0,143.0,97.0,,,,,,3.0,3.0,7.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
245,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,11,True,nbgallery/nbgallery,,,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000000,2021-03-04 14:01:45.000000,2021-03-03 18:31:07.000000,20.0,64.0,194.0,137.0,,,,,676.0,,,,18.0,,MIT,,,,,,,3.0,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2021-03-03 19:30:37.705133,3.0,33848.0,,,,,,,,,,,,,,
246,jupyter-manim,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,11,True,krassowski/jupyter-manim,,,https://github.com/krassowski/jupyter-manim,2019-05-22 14:18:39.000000,2021-02-05 05:42:05.000000,2021-02-05 05:42:04.000000,8.0,5.0,15.0,131.0,38.0,2020-04-12 11:15:09.000000,1.3,,,6.0,,,4.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
247,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,11,True,danielfrg/jupyter-flex,,,https://github.com/danielfrg/jupyter-flex,2019-12-13 20:19:40.000000,2020-12-21 17:35:39.000000,2020-12-21 17:35:37.000000,19.0,2.0,26.0,116.0,243.0,,,,,,12.0,12.0,2.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
248,xeus-sqlite,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,11,True,jupyter-xeus/xeus-sqlite,,,https://github.com/jupyter-xeus/xeus-sqlite,2020-03-11 11:24:36.000000,2021-02-17 12:11:51.000000,2021-02-17 12:11:51.000000,20.0,19.0,19.0,107.0,251.0,,,,,,,,11.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
249,jnotebook-reader,"An awesome viewer to browse and render Jupyter Notebooks from local, Amazon S3, Google Cloud Storage or MinIO.",https://github.com/line/jnotebook_reader,,notebook-sharing,11,True,line/jnotebook_reader,,,https://github.com/line/jnotebook_reader,2020-10-30 02:50:59.000000,2021-02-10 02:34:20.000000,2021-02-10 02:29:57.000000,11.0,,1.0,71.0,12.0,2021-02-10 02:34:21.000000,1.0.2,,,3.0,,,4.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
250,JupyterLab Bytecode,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,11,True,jtpio/jupyterlab-python-bytecode,,,https://github.com/jtpio/jupyterlab-python-bytecode,2018-09-29 19:55:49.000000,2020-10-16 21:38:11.000000,2020-10-16 21:38:08.000000,5.0,2.0,3.0,57.0,114.0,2020-03-12 15:14:07.198000,1.0.0,,31.0,12.0,,,2.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-python-bytecode,https://www.npmjs.com/package/jupyterlab-python-bytecode,2020-03-12 15:14:07.198000,,31.0,,,,,,,,,
251,JupyterLab Email,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,11,True,timkpaine/jupyterlab_email,jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-01-31 22:58:03.000000,2021-01-31 22:57:59.000000,2.0,4.0,30.0,46.0,,2020-06-25 16:29:14.000000,0.2.3,,503.0,14.0,,,1.0,https://pypi.org/project/jupyterlab_email,Apache-2.0,2019-06-30 05:06:14.000000,,43.0,,,,3.0,,,,,,jupyterlab_email,https://www.npmjs.com/package/jupyterlab_email,2020-06-25 16:28:34.913000,,460.0,,,,,,,,,
252,Horizon Theme,VSCode Horizon Theme port for JupyterLab.,https://github.com/mohirio/jupyterlab-horizon-theme,,lab-themes,11,False,mohirio/jupyterlab-horizon-theme,,,https://github.com/mohirio/jupyterlab-horizon-theme,2019-06-07 08:46:59.000000,2020-03-15 08:30:17.000000,2020-03-15 08:30:11.000000,1.0,1.0,2.0,24.0,20.0,2020-03-15 08:27:05.301000,2.0.0,,2836.0,11.0,,,1.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@mohirio/jupyterlab-horizon-theme,https://www.npmjs.com/package/@mohirio/jupyterlab-horizon-theme,2020-03-15 08:27:05.301000,,2836.0,,,,,,,,,
253,YarnSpawner,Spawn JupyterHub single user notebook servers in Hadoop/YARN containers.,https://github.com/jupyterhub/yarnspawner,,hub-spawners,11,False,jupyterhub/yarnspawner,jupyterhub-yarnspawner,conda-forge/jupyterhub-yarnspawner,https://github.com/jupyterhub/yarnspawner,2018-12-18 19:31:03.000000,2020-10-08 04:16:29.489000,2019-07-16 16:58:16.000000,7.0,4.0,4.0,18.0,37.0,2019-07-01 16:01:55.000000,0.4.0,,735.0,4.0,,,2.0,https://pypi.org/project/jupyterhub-yarnspawner,BSD-3-Clause,2019-07-01 16:01:55.000000,,22.0,https://anaconda.org/conda-forge/jupyterhub-yarnspawner,2020-10-08 04:16:29.489000,18539.0,3.0,,,,,,,,,,,,,,,,,,,
254,Hash Authenticator,Authenticate users with passwords generated from their username.,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,11,False,thedataincubator/jupyterhub-hashauthenticator,jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,2017-08-18 19:18:33.000000,2018-03-16 00:00:39.000000,2018-03-15 23:58:54.000000,3.0,,,3.0,37.0,2018-03-16 00:00:39.000000,0.4.0,,50.0,5.0,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,BSD-3-Clause,2018-03-16 00:00:39.000000,,50.0,,,,3.0,,,,,,,,,,,,,,,,,,,
255,Remote Authenticator,"A collection of JupyterHub Authenticators, including Header, Remote-User and Dummy, based on..",https://github.com/ucphhpc/jhub-authenticators,,hub-auth,11,True,rasmunk/jhub-authenticators,jhub-authenticators,,https://github.com/ucphhpc/jhub-authenticators,2017-12-20 14:46:18.000000,2021-02-03 20:38:01.000000,2021-02-03 19:25:30.000000,1.0,,,,178.0,2021-02-03 20:38:01.000000,0.3.1,,59.0,11.0,,,5.0,https://pypi.org/project/jhub-authenticators,GPL-3.0,2021-02-03 20:38:01.000000,,59.0,,,,3.0,,,,,,,,,,,,,,,,,ucphhpc/jhub-authenticators,,
256,jupyter2slides,Cloud Native Presentation Slides with Jupyter Notebook + Reveal.js.,https://github.com/datitran/jupyter2slides,,notebook-tools,10,False,datitran/jupyter2slides,,,https://github.com/datitran/jupyter2slides,2016-07-26 12:38:17.000000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22.000000,168.0,11.0,4.0,761.0,11.0,,,,,,,,1.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
